seqnames	start	end	width	strand	id
NC_003028	645131	645971	840	1	SP_0669
NC_003028	646018	646189	171	-1	SP_0670
NC_003028	646309	647194	885	1	SP_0671
NC_003028	647186	648425	1239	1	SP_0672
NC_003028	648417	649041	624	1	SP_0673
NC_003028	649055	649985	930	1	SP_0674
NC_003028	650005	650761	756	1	SP_0675
NC_003028	650814	651783	969	-1	SP_0676
NC_003028	651834	652056	222	1	SP_0677
NC_003028	652055	652436	381	1	SP_0678
NC_003028	652554	652752	198	1	SP_0679
NC_003028	652791	653517	726	-1	SP_0680
NC_003028	653678	655520	1842	1	SP_0681
NC_003028	655539	655794	255	1	SP_0682
NC_003028	655987	656086	99	-1	SP_0683
NC_003028	656248	656344	96	1	SP_0684
NC_003028	656340	656433	93	1	SP_0685
NC_003028	656526	658548	2022	1	SP_0686
NC_003028	658549	659191	642	1	SP_0687
NC_003028	659294	660647	1353	1	SP_0688
NC_003028	660648	661707	1059	1	SP_0689
NC_003028	661716	662916	1200	1	SP_0690
NC_003028	663025	663172	147	1	SP_0691
NC_003028	663183	663315	132	1	SP_0692
NC_003028	663497	663614	117	1	SP_0693
NC_003028	663747	664311	564	1	SP_0694
NC_003028	664653	665289	636	1	SP_0695
NC_003028	665285	665666	381	1	SP_0696
NC_003028	666701	667415	714	1	SP_0698
NC_003028	667415	667514	99	1	SP_0699
NC_003028	668160	668862	702	1	SP_0701
NC_003028	668895	669528	633	1	SP_0702
NC_003028	669760	670111	351	1	SP_0703
NC_003028	670206	670971	765	1	SP_0704
NC_003028	670919	671723	804	1	SP_0705
NC_003028	671726	672431	705	1	SP_0706
NC_003028	672427	673075	648	1	SP_0707
NC_003028	674044	674803	759	-1	SP_0709
NC_003028	674803	675481	678	-1	SP_0710
NC_003028	675440	676061	621	-1	SP_0711
NC_003028	676608	678099	1491	1	SP_0713
NC_003028	678710	680057	1347	-1	SP_0714
NC_003028	680429	681566	1137	1	SP_0715
NC_003028	682122	682791	669	1	SP_0716
NC_003028	683027	683810	783	1	SP_0717
NC_003028	683811	684441	630	1	SP_0718
NC_003028	684999	685560	561	1	SP_0719
NC_003028	685560	686946	1386	1	SP_0720
NC_003028	686947	687598	651	1	SP_0721
NC_003028	687608	688301	693	1	SP_0722
NC_003028	688305	688830	525	1	SP_0723
NC_003028	688829	689633	804	1	SP_0724
NC_003028	689625	690258	633	1	SP_0725
NC_003028	690467	691259	792	-1	SP_0726
NC_003028	691618	692020	402	1	SP_0727
NC_003028	692030	692402	372	1	SP_0728
NC_003028	692672	694655	1983	1	SP_0729
NC_003028	694861	696637	1776	1	SP_0730
NC_003028	696747	697095	348	1	SP_0731
NC_003028	697741	698008	267	-1	SP_0733
NC_003028	698362	698458	96	-1	SP_0734
NC_003028	698939	699884	945	1	SP_0736
NC_003028	699904	701176	1272	-1	SP_0737
NC_003028	701172	701400	228	-1	SP_0738
NC_003028	701498	702239	741	1	SP_0739
NC_003028	702267	702723	456	-1	SP_0740
NC_003028	702742	703918	1176	-1	SP_0741
NC_003028	703976	704822	846	-1	SP_0742
NC_003028	704946	705504	558	1	SP_0743
NC_003028	705522	705990	468	1	SP_0744
NC_003028	706078	706708	630	1	SP_0745
NC_003028	706881	707472	591	1	SP_0746
NC_003028	707468	707567	99	-1	SP_0747
NC_003028	707550	707799	249	1	SP_0748
NC_003028	707899	709060	1161	1	SP_0749
NC_003028	709327	710197	870	1	SP_0750
NC_003028	710200	711157	957	1	SP_0751
NC_003028	711156	711921	765	1	SP_0752
NC_003028	711920	712631	711	1	SP_0753
NC_003028	712938	713595	657	1	SP_0754
NC_003028	713702	714798	1096	1	SP_0755
NC_003028	714815	715508	693	1	SP_0756
NC_003028	715500	716427	927	1	SP_0757
NC_003028	716712	718893	2181	1	SP_0758
NC_003028	718898	719018	120	1	SP_0759
NC_003028	719073	719760	687	1	SP_0760
NC_003028	719899	721243	1344	1	SP_0761
NC_003028	721457	722648	1191	1	SP_0762
NC_003028	722938	723067	129	1	SP_0763
NC_003028	723200	724136	936	1	SP_0764
NC_003028	724169	725207	1038	1	SP_0765
NC_003028	725379	725985	606	1	SP_0766
NC_003028	726140	726653	513	1	SP_0767
NC_003028	726673	727759	1086	1	SP_0768
NC_003028	727761	728241	480	1	SP_0769
NC_003028	728242	729784	1542	1	SP_0770
NC_003028	729839	730643	804	-1	SP_0771
NC_003028	730726	730930	204	-1	SP_0772
NC_003028	731336	731435	99	1	SP_0773
NC_003028	731418	731628	210	-1	SP_0774
NC_003028	731797	732070	273	1	SP_0775
NC_003028	732089	732329	240	1	SP_0776
NC_003028	732893	733694	801	1	SP_0777
NC_003028	733724	734243	519	1	SP_0778
NC_003028	734232	734952	720	1	SP_0779
NC_003028	734963	735302	339	1	SP_0780
NC_003028	735332	735653	321	-1	SP_0781
NC_003028	735726	735966	240	1	SP_0782
NC_003028	736171	736708	537	-1	SP_0783
NC_003028	736904	738251	1347	-1	SP_0784
NC_003028	738515	739715	1200	1	SP_0785
NC_003028	739698	740400	702	1	SP_0786
NC_003028	740401	741661	1260	1	SP_0787
NC_003028	741784	743782	1998	1	SP_0788
NC_003028	744247	744568	321	1	SP_0789
NC_003028	744571	745387	816	1	SP_0790
NC_003028	745461	746388	927	1	SP_0791
NC_003028	746453	746720	267	1	SP_0792
NC_003028	746712	747411	699	1	SP_0793
NC_003028	747421	747922	501	1	SP_0794
NC_003028	747974	748769	795	1	SP_0795
NC_003028	748743	749184	441	1	SP_0796
NC_003028	749306	751853	2547	1	SP_0797
NC_003028	751961	752636	675	1	SP_0798
NC_003028	752625	753960	1335	1	SP_0799
NC_003028	753993	754281	288	-1	SP_0800
NC_003028	754279	755350	1071	1	SP_0801
NC_003028	755549	758000	2451	1	SP_0802
NC_003028	758036	759260	1224	1	SP_0803
NC_003028	759270	759825	555	1	SP_0804
NC_003028	759900	760473	573	1	SP_0805
NC_003028	760487	762434	1947	1	SP_0806
NC_003028	762515	764243	1728	1	SP_0807
NC_003028	764778	764874	96	1	SP_0809
NC_003028	765228	765495	267	1	SP_0810
NC_003028	765526	766036	510	1	SP_0811
NC_003028	768129	768243	114	1	SP_0815
NC_003028	768200	768500	300	-1	SP_0816
NC_003028	768664	769087	423	-1	SP_0817
NC_003028	769179	769530	351	1	SP_0818
NC_003028	769727	770051	324	1	SP_0819
NC_003028	770257	772516	2259	-1	SP_0820
NC_003028	772646	772748	102	1	SP_0821
NC_003028	772744	772975	231	-1	SP_0822
NC_003028	773158	773848	690	1	SP_0823
NC_003028	773847	774582	735	1	SP_0824
NC_003028	774760	775618	858	1	SP_0825
NC_003028	775755	776577	822	1	SP_0826
NC_003028	777728	778412	684	1	SP_0828
NC_003028	778425	779637	1212	1	SP_0829
NC_003028	779638	780181	543	1	SP_0830
NC_003028	780196	781006	810	1	SP_0831
NC_003028	781469	781640	171	1	SP_0832
NC_003028	781706	782462	756	1	SP_0833
NC_003028	782486	782999	513	1	SP_0834
NC_003028	783652	784363	711	1	SP_0835
NC_003028	784412	785669	1257	-1	SP_0836
NC_003028	785808	786333	525	-1	SP_0837
NC_003028	786385	786622	237	-1	SP_0838
NC_003028	786689	787610	921	-1	SP_0839
NC_003028	787799	788036	237	1	SP_0840
NC_003028	788409	789000	591	1	SP_0841
NC_003028	788996	790274	1278	1	SP_0842
NC_003028	790291	790954	663	1	SP_0843
NC_003028	790940	791330	390	1	SP_0844
NC_003028	791419	792472	1053	1	SP_0845
NC_003028	792615	794151	1536	1	SP_0846
NC_003028	794143	795202	1059	1	SP_0847
NC_003028	795204	796161	957	1	SP_0848
NC_003028	797559	798201	642	-1	SP_0851
NC_003028	798336	800280	1944	1	SP_0852
NC_003028	800279	800387	108	1	SP_0853
NC_003028	800400	800526	126	1	SP_0854
NC_003028	800699	803171	2472	1	SP_0855
NC_003028	803302	804325	1023	1	SP_0856
NC_003028	805149	805839	690	1	SP_0858
NC_003028	805835	806759	924	1	SP_0859
NC_003028	806773	807418	645	1	SP_0860
NC_003028	807585	807816	231	1	SP_0861
NC_003028	808188	809391	1203	1	SP_0862
NC_003028	810996	811494	498	1	SP_0864
NC_003028	811493	813149	1656	1	SP_0865
NC_003028	813176	813371	195	1	SP_0866
NC_003028	813520	814291	771	1	SP_0867
NC_003028	814318	815581	1263	1	SP_0868
NC_003028	815591	816818	1227	1	SP_0869
NC_003028	816804	817245	441	1	SP_0870
NC_003028	817298	818711	1413	1	SP_0871
NC_003028	818941	820183	1242	-1	SP_0872
NC_003028	820285	821395	1110	1	SP_0873
NC_003028	822273	822381	108	-1	SP_0874
NC_003028	822706	823447	741	1	SP_0875
NC_003028	823443	824355	912	1	SP_0876
NC_003028	824351	826304	1953	1	SP_0877
NC_003028	826389	828693	2304	1	SP_0878
NC_003028	828737	829271	534	-1	SP_0879
NC_003028	829303	830446	1143	1	SP_0880
NC_003028	830454	831669	1215	1	SP_0881
NC_003028	831803	832628	825	1	SP_0882
NC_003028	832649	832985	336	1	SP_0883
NC_003028	832981	833389	408	1	SP_0884
NC_003028	833401	834568	1167	1	SP_0885
NC_003028	835074	836568	1494	1	SP_0886
NC_003028	836580	837702	1122	1	SP_0887
NC_003028	837761	837998	237	1	SP_0888
NC_003028	837994	838408	414	1	SP_0889
NC_003028	838525	839491	966	1	SP_0890
NC_003028	839435	840095	660	1	SP_0891
NC_003028	840199	843475	3276	1	SP_0892
NC_003028	843980	844451	471	-1	SP_0893
NC_003028	844467	846741	2274	-1	SP_0894
NC_003028	847060	850189	3129	1	SP_0895
NC_003028	850270	851278	1008	1	SP_0896
NC_003028	851336	852842	1506	1	SP_0897
NC_003028	854645	855518	873	1	SP_0899
NC_003028	856150	856462	312	1	SP_0901
NC_003028	856465	857182	717	1	SP_0902
NC_003028	857310	858126	816	-1	SP_0904
NC_003028	858122	859028	906	-1	SP_0905
NC_003028	859028	859160	132	-1	SP_0906
NC_003028	859369	860737	1368	1	SP_0907
NC_003028	860838	862968	2130	1	SP_0908
NC_003028	862954	863404	450	1	SP_0909
NC_003028	863461	863734	273	1	SP_0910
NC_003028	864087	864279	192	-1	SP_0911
NC_003028	864706	865465	759	1	SP_0912
NC_003028	865466	867455	1989	1	SP_0913
NC_003028	868166	869162	996	-1	SP_0915
NC_003028	869868	871344	1476	1	SP_0916
NC_003028	871309	872026	717	-1	SP_0917
NC_003028	872281	873142	861	1	SP_0918
NC_003028	873138	874398	1260	1	SP_0919
NC_003028	874397	875525	1128	1	SP_0920
NC_003028	875521	876607	1086	1	SP_0921
NC_003028	876616	877492	876	1	SP_0922
NC_003028	877672	878482	810	-1	SP_0923
NC_003028	878753	878975	222	1	SP_0924
NC_003028	879028	879700	672	1	SP_0925
NC_003028	879751	879949	198	-1	SP_0926
NC_003028	879941	880850	909	1	SP_0927
NC_003028	880846	881308	462	1	SP_0928
NC_003028	881297	882185	888	1	SP_0929
NC_003028	882187	884071	1884	1	SP_0930
NC_003028	884171	885281	1110	1	SP_0931
NC_003028	885290	886553	1263	1	SP_0932
NC_003028	886556	887354	798	1	SP_0933
NC_003028	887363	887462	99	1	SP_0934
NC_003028	887469	888108	639	1	SP_0935
NC_003028	888104	888995	891	1	SP_0936
NC_003028	889034	889352	318	1	SP_0937
NC_003028	889354	890224	870	1	SP_0938
NC_003028	890450	890969	519	1	SP_0939
NC_003028	891712	892102	390	-1	SP_0941
NC_003028	892118	892517	399	-1	SP_0942
NC_003028	892923	894294	1371	1	SP_0943
NC_003028	894371	895115	744	1	SP_0944
NC_003028	895123	895681	558	1	SP_0945
NC_003028	895740	896595	855	1	SP_0946
NC_003028	896603	896819	216	1	SP_0947
NC_003028	896904	897873	969	1	SP_0948
NC_003028	898938	899439	501	1	SP_0950
NC_003028	899441	899669	228	1	SP_0951
NC_003028	901344	901914	570	1	SP_0953
NC_003028	901981	902632	651	1	SP_0954
NC_003028	902615	904856	2241	1	SP_0955
NC_003028	905034	905223	189	1	SP_0956
NC_003028	905255	905843	588	1	SP_0957
NC_003028	905846	907031	1185	1	SP_0958
NC_003028	907314	907872	558	1	SP_0959
NC_003028	907904	908105	201	1	SP_0960
NC_003028	908156	908516	360	1	SP_0961
NC_003028	908573	908954	381	1	SP_0962
NC_003028	909251	910004	753	1	SP_0963
NC_003028	910014	910953	939	1	SP_0964
NC_003028	911051	913028	1977	1	SP_0965
NC_003028	913088	914744	1656	-1	SP_0966
NC_003028	914848	915346	498	1	SP_0967
NC_003028	915326	915722	396	1	SP_0968
NC_003028	915738	916638	900	1	SP_0969
NC_003028	916686	917511	825	1	SP_0970
NC_003028	917510	918116	606	1	SP_0971
NC_003028	918102	919302	1200	1	SP_0972
NC_003028	919301	919451	150	1	SP_0973
NC_003028	919490	919724	234	1	SP_0974
NC_003028	919825	922180	2355	1	SP_0975
NC_003028	922142	922610	468	1	SP_0976
NC_003028	922625	923486	861	1	SP_0977
NC_003028	923558	924512	954	1	SP_0978
NC_003028	924530	926333	1803	1	SP_0979
NC_003028	926334	927048	714	1	SP_0980
NC_003028	927114	928056	942	1	SP_0981
NC_003028	929275	929896	621	-1	SP_0984
NC_003028	929895	930378	483	-1	SP_0985
NC_003028	930377	931220	843	-1	SP_0986
NC_003028	931314	932115	801	-1	SP_0987
NC_003028	932258	933638	1380	1	SP_0988
NC_003028	933647	934193	546	1	SP_0989
NC_003028	934171	934519	348	1	SP_0990
NC_003028	934535	935228	693	1	SP_0991
NC_003028	935304	935796	492	1	SP_0992
NC_003028	935893	936484	591	1	SP_0993
NC_003028	936486	938256	1770	1	SP_0994
NC_003028	938451	938799	348	1	SP_0995
NC_003028	939278	939479	201	1	SP_0997
NC_003028	939625	939925	300	1	SP_0998
NC_003028	940155	940863	708	1	SP_0999
NC_003028	940873	941431	558	1	SP_1000
NC_003028	941804	943196	1392	1	SP_1001
NC_003028	943338	944256	918	1	SP_1002
NC_003028	944263	946783	2520	1	SP_1003
NC_003028	946992	950112	3120	1	SP_1004
NC_003028	951619	951823	204	-1	SP_1006
NC_003028	951805	952435	630	1	SP_1007
NC_003028	952470	953694	1224	-1	SP_1008
NC_003028	953848	954943	1095	1	SP_1009
NC_003028	954984	955362	378	-1	SP_1010
NC_003028	955443	955875	432	-1	SP_1011
NC_003028	955997	956507	510	1	SP_1012
NC_003028	957020	958097	1077	1	SP_1013
NC_003028	958152	959088	936	1	SP_1014
NC_003028	960557	961931	1374	-1	SP_1016
NC_003028	962067	962250	183	-1	SP_1017
NC_003028	962373	962973	600	1	SP_1018
NC_003028	962962	963442	480	1	SP_1019
NC_003028	963451	964531	1080	1	SP_1020
NC_003028	964530	965370	840	1	SP_1021
NC_003028	965356	965956	600	1	SP_1022
NC_003028	965957	966389	432	1	SP_1023
NC_003028	966450	967707	1257	1	SP_1024
NC_003028	967681	968689	1008	1	SP_1025
NC_003028	968688	969303	615	1	SP_1026
NC_003028	969376	970351	975	1	SP_1027
NC_003028	970319	970412	93	1	SP_1028
NC_003028	970424	972056	1632	1	SP_1029
NC_003028	972794	973013	219	1	SP_1030
NC_003028	973183	973285	102	1	SP_1031
NC_003028	973405	974431	1026	1	SP_1032
NC_003028	974408	975428	1020	1	SP_1033
NC_003028	975427	976435	1008	1	SP_1034
NC_003028	976434	977229	795	1	SP_1035
NC_003028	977344	977437	93	-1	SP_1036
NC_003028	977796	978006	210	1	SP_1037
NC_003028	978130	978286	156	1	SP_1038
NC_003028	978969	979131	162	1	SP_1039
NC_003028	979222	980902	1680	1	SP_1040
NC_003028	981124	981736	612	1	SP_1041
NC_003028	982048	982246	198	1	SP_1042
NC_003028	982307	983066	759	1	SP_1043
NC_003028	983123	983978	855	1	SP_1044
NC_003028	984089	984974	885	1	SP_1045
NC_003028	986962	987280	318	1	SP_1047
NC_003028	987325	987607	282	1	SP_1048
NC_003028	987746	987860	114	1	SP_1049
NC_003028	988051	988528	477	1	SP_1050
NC_003028	988527	989289	762	1	SP_1051
NC_003028	989316	990093	777	1	SP_1052
NC_003028	990095	990473	378	1	SP_1053
NC_003028	991303	991660	357	1	SP_1054
NC_003028	991664	992030	366	1	SP_1055
NC_003028	992016	993840	1824	1	SP_1056
NC_003028	993953	994820	867	1	SP_1057
NC_003028	994972	995107	135	1	SP_1058
NC_003028	995410	995662	252	1	SP_1059
NC_003028	995881	996193	312	1	SP_1060
NC_003028	996189	997536	1347	1	SP_1061
NC_003028	997549	998467	918	1	SP_1062
NC_003028	998463	999264	801	1	SP_1063
NC_003028	999421	999895	474	1	SP_1064
NC_003028	1000384	1000606	222	-1	SP_1065
NC_003028	1001277	1002507	1230	1	SP_1067
NC_003028	1002526	1005223	2697	1	SP_1068
NC_003028	1005605	1006640	1035	1	SP_1069
NC_003028	1006708	1007575	867	1	SP_1070
NC_003028	1007571	1008330	759	1	SP_1071
NC_003028	1008419	1010180	1761	1	SP_1072
NC_003028	1010182	1011292	1110	1	SP_1073
NC_003028	1011305	1011635	330	1	SP_1074
NC_003028	1011776	1012793	1017	1	SP_1075
NC_003028	1012808	1014134	1326	1	SP_1076
NC_003028	1014164	1014341	177	1	SP_1077
NC_003028	1014399	1014534	135	1	SP_1078
NC_003028	1014603	1015908	1305	1	SP_1079
NC_003028	1015917	1016076	159	1	SP_1080
NC_003028	1017218	1018478	1260	1	SP_1081
NC_003028	1018493	1019045	552	1	SP_1082
NC_003028	1019037	1020315	1278	1	SP_1083
NC_003028	1020330	1021191	861	1	SP_1084
NC_003028	1021984	1022374	390	1	SP_1086
NC_003028	1022564	1024856	2292	1	SP_1087
NC_003028	1024898	1025579	681	1	SP_1088
NC_003028	1025575	1026265	690	-1	SP_1089
NC_003028	1026282	1026924	642	-1	SP_1090
NC_003028	1026939	1027032	93	-1	SP_1091
NC_003028	1027006	1027258	252	-1	SP_1092
NC_003028	1027229	1027577	348	-1	SP_1093
NC_003028	1027581	1028664	1083	-1	SP_1094
NC_003028	1028706	1029666	960	-1	SP_1095
NC_003028	1029778	1030348	570	-1	SP_1096
NC_003028	1030475	1031147	672	1	SP_1097
NC_003028	1031130	1031949	819	1	SP_1098
NC_003028	1031945	1032842	897	1	SP_1099
NC_003028	1032885	1033860	975	1	SP_1100
NC_003028	1035628	1035919	291	-1	SP_1102
NC_003028	1035924	1036032	108	-1	SP_1103
NC_003028	1036329	1037034	705	1	SP_1104
NC_003028	1037215	1037530	315	1	SP_1105
NC_003028	1037545	1037890	345	1	SP_1106
NC_003028	1037915	1038200	285	1	SP_1107
NC_003028	1038545	1038716	171	-1	SP_1108
NC_003028	1038687	1038807	120	-1	SP_1109
NC_003028	1039153	1040071	918	1	SP_1110
NC_003028	1040163	1041012	849	-1	SP_1111
NC_003028	1041153	1041993	840	1	SP_1112
NC_003028	1042098	1042374	276	1	SP_1113
NC_003028	1042799	1044701	1902	1	SP_1114
NC_003028	1044703	1045567	864	1	SP_1115
NC_003028	1045646	1046825	1179	1	SP_1116
NC_003028	1046917	1048876	1959	1	SP_1117
NC_003028	1048987	1051267	2280	1	SP_1118
NC_003028	1051811	1053236	1425	1	SP_1119
NC_003028	1053584	1053689	105	-1	SP_1120
NC_003028	1053718	1055647	1929	1	SP_1121
NC_003028	1055636	1056779	1143	1	SP_1122
NC_003028	1056768	1057908	1140	1	SP_1123
NC_003028	1057904	1059338	1434	1	SP_1124
NC_003028	1060050	1061166	1116	1	SP_1126
NC_003028	1061162	1061609	447	-1	SP_1127
NC_003028	1061772	1063077	1305	1	SP_1128
NC_003028	1063230	1064394	1164	-1	SP_1129
NC_003028	1064468	1065317	849	-1	SP_1130
NC_003028	1065436	1065790	354	1	SP_1131
NC_003028	1065889	1066156	267	1	SP_1132
NC_003028	1066166	1066319	153	1	SP_1133
NC_003028	1066523	1067141	618	1	SP_1134
NC_003028	1067175	1067628	453	1	SP_1135
NC_003028	1067624	1068071	447	1	SP_1136
NC_003028	1068082	1068967	885	1	SP_1137
NC_003028	1068979	1069090	111	-1	SP_1138
NC_003028	1069215	1069866	651	1	SP_1139
NC_003028	1069912	1070341	429	1	SP_1140
NC_003028	1070348	1070660	312	1	SP_1141
NC_003028	1070677	1071088	411	1	SP_1142
NC_003028	1071284	1071650	366	1	SP_1143
NC_003028	1071639	1071933	294	1	SP_1144
NC_003028	1071950	1073141	1191	1	SP_1145
NC_003028	1073143	1073320	177	1	SP_1146
NC_003028	1073985	1074324	339	-1	SP_1148
NC_003028	1074432	1074849	417	-1	SP_1149
NC_003028	1075244	1075346	102	-1	SP_1150
NC_003028	1075356	1078632	3276	1	SP_1151
NC_003028	1078628	1082279	3651	1	SP_1152
NC_003028	1082493	1083672	1179	1	SP_1153
NC_003028	1083880	1089895	6015	1	SP_1154
NC_003028	1090341	1091193	852	1	SP_1155
NC_003028	1091179	1091959	780	1	SP_1156
NC_003028	1091974	1093525	1551	1	SP_1157
NC_003028	1093717	1093831	114	-1	SP_1158
NC_003028	1094108	1095179	1071	1	SP_1159
NC_003028	1095243	1096233	990	-1	SP_1160
NC_003028	1096296	1098000	1704	-1	SP_1161
NC_003028	1098045	1099089	1044	-1	SP_1162
NC_003028	1099306	1100299	993	-1	SP_1163
NC_003028	1100314	1101283	969	-1	SP_1164
NC_003028	1101329	1101440	111	1	SP_1165
NC_003028	1101436	1102798	1362	-1	SP_1166
NC_003028	1103082	1104351	1269	-1	SP_1167
NC_003028	1104363	1104828	465	-1	SP_1168
NC_003028	1104837	1105491	654	-1	SP_1169
NC_003028	1105628	1106231	603	-1	SP_1170
NC_003028	1106288	1107002	714	-1	SP_1171
NC_003028	1107252	1107372	120	-1	SP_1172
NC_003028	1107461	1107836	375	-1	SP_1173
NC_003028	1108257	1110717	2460	-1	SP_1174
NC_003028	1110874	1113283	2409	-1	SP_1175
NC_003028	1113577	1115311	1734	-1	SP_1176
NC_003028	1115316	1115580	264	-1	SP_1177
NC_003028	1115930	1116149	219	1	SP_1178
NC_003028	1116229	1118389	2160	1	SP_1179
NC_003028	1118576	1119539	963	1	SP_1180
NC_003028	1119753	1119852	99	-1	SP_1181
NC_003028	1119826	1120588	762	1	SP_1182
NC_003028	1120866	1121031	165	-1	SP_1183
NC_003028	1121168	1122575	1407	-1	SP_1184
NC_003028	1122783	1124475	1692	-1	SP_1185
NC_003028	1124474	1124792	318	-1	SP_1186
NC_003028	1124827	1125664	837	-1	SP_1187
NC_003028	1125901	1126048	147	-1	SP_1188
NC_003028	1126061	1126604	543	-1	SP_1189
NC_003028	1126936	1127917	981	-1	SP_1190
NC_003028	1127918	1128848	930	-1	SP_1191
NC_003028	1128858	1129374	516	-1	SP_1192
NC_003028	1129404	1129830	426	-1	SP_1193
NC_003028	1130499	1130889	390	-1	SP_1195
NC_003028	1131312	1131615	303	-1	SP_1197
NC_003028	1131652	1131925	273	-1	SP_1198
NC_003028	1131924	1132041	117	-1	SP_1199
NC_003028	1132583	1134407	1824	-1	SP_1200
NC_003028	1134485	1135214	729	-1	SP_1201
NC_003028	1135215	1136883	1668	-1	SP_1202
NC_003028	1136889	1137321	432	-1	SP_1203
NC_003028	1137313	1137910	597	-1	SP_1204
NC_003028	1138121	1138997	876	-1	SP_1205
NC_003028	1138993	1139206	213	-1	SP_1206
NC_003028	1139183	1140524	1341	-1	SP_1207
NC_003028	1140651	1141290	639	-1	SP_1208
NC_003028	1141284	1141401	117	1	SP_1209
NC_003028	1141397	1141565	168	-1	SP_1210
NC_003028	1141696	1141792	96	-1	SP_1211
NC_003028	1141940	1142819	879	-1	SP_1212
NC_003028	1142828	1144103	1275	-1	SP_1213
NC_003028	1145605	1146403	798	-1	SP_1215
NC_003028	1146371	1146479	108	-1	SP_1216
NC_003028	1146531	1146675	144	1	SP_1217
NC_003028	1146646	1147018	372	-1	SP_1218
NC_003028	1147389	1149858	2469	-1	SP_1219
NC_003028	1150051	1151038	987	1	SP_1220
NC_003028	1151347	1154602	3255	-1	SP_1221
NC_003028	1154766	1156644	1878	-1	SP_1222
NC_003028	1156712	1156967	255	-1	SP_1223
NC_003028	1156968	1157271	303	-1	SP_1224
NC_003028	1157301	1158111	810	-1	SP_1225
NC_003028	1158112	1159462	1350	-1	SP_1226
NC_003028	1159454	1160159	705	-1	SP_1227
NC_003028	1160214	1161360	1146	-1	SP_1228
NC_003028	1161717	1163388	1671	-1	SP_1229
NC_003028	1163617	1164307	690	1	SP_1230
NC_003028	1164318	1164870	552	1	SP_1231
NC_003028	1164853	1165417	564	1	SP_1232
NC_003028	1165644	1166226	582	1	SP_1233
NC_003028	1166237	1166753	516	1	SP_1234
NC_003028	1166749	1167217	468	-1	SP_1235
NC_003028	1167285	1167774	489	-1	SP_1236
NC_003028	1167739	1168303	564	-1	SP_1237
NC_003028	1168312	1170301	1989	-1	SP_1238
NC_003028	1170377	1171331	954	-1	SP_1240
NC_003028	1171500	1173666	2166	1	SP_1241
NC_003028	1173665	1174406	741	1	SP_1242
NC_003028	1174554	1176042	1488	1	SP_1243
NC_003028	1176087	1177377	1290	-1	SP_1244
NC_003028	1177380	1178199	819	-1	SP_1245
NC_003028	1178198	1178993	795	-1	SP_1246
NC_003028	1178989	1182529	3540	-1	SP_1247
NC_003028	1182519	1183218	699	-1	SP_1248
NC_003028	1183535	1184522	987	-1	SP_1249
NC_003028	1184696	1186025	1329	-1	SP_1250
NC_003028	1185999	1187931	1932	-1	SP_1251
NC_003028	1188094	1188265	171	-1	SP_1252
NC_003028	1188264	1188357	93	-1	SP_1253
NC_003028	1188516	1188660	144	-1	SP_1254
NC_003028	1188878	1189238	360	-1	SP_1255
NC_003028	1189241	1189511	270	-1	SP_1256
NC_003028	1190556	1191651	1095	-1	SP_1258
NC_003028	1191669	1192005	336	-1	SP_1259
NC_003028	1192369	1193002	633	-1	SP_1260
NC_003028	1193094	1193454	360	-1	SP_1261
NC_003028	1193813	1195070	1257	1	SP_1262
NC_003028	1195084	1197184	2100	-1	SP_1263
NC_003028	1197350	1198394	1044	-1	SP_1264
NC_003028	1198652	1198772	120	-1	SP_1265
NC_003028	1199283	1200144	861	-1	SP_1266
NC_003028	1200227	1200917	690	-1	SP_1267
NC_003028	1200928	1201807	879	-1	SP_1268
NC_003028	1201796	1202585	789	-1	SP_1269
NC_003028	1202682	1203705	1023	-1	SP_1270
NC_003028	1203709	1204417	708	-1	SP_1271
NC_003028	1204752	1206240	1488	1	SP_1272
NC_003028	1206249	1207053	804	1	SP_1273
NC_003028	1207054	1207864	810	1	SP_1274
NC_003028	1208138	1211315	3177	-1	SP_1275
NC_003028	1211627	1212707	1080	-1	SP_1276
NC_003028	1212756	1213680	924	-1	SP_1277
NC_003028	1213698	1214220	522	-1	SP_1278
NC_003028	1214430	1215060	630	-1	SP_1279
NC_003028	1215059	1215602	543	-1	SP_1280
NC_003028	1215723	1216089	366	1	SP_1281
NC_003028	1216327	1217887	1560	1	SP_1282
NC_003028	1217930	1218830	900	-1	SP_1283
NC_003028	1218831	1219392	561	-1	SP_1284
NC_003028	1219485	1220199	714	1	SP_1285
NC_003028	1220465	1221785	1320	1	SP_1286
NC_003028	1221979	1223551	1572	-1	SP_1287
NC_003028	1223562	1223895	333	-1	SP_1288
NC_003028	1223985	1224363	378	-1	SP_1289
NC_003028	1224434	1225739	1305	1	SP_1290
NC_003028	1225751	1226558	807	1	SP_1291
NC_003028	1226600	1227599	999	1	SP_1292
NC_003028	1227879	1228227	348	-1	SP_1293
NC_003028	1228345	1228675	330	-1	SP_1294
NC_003028	1228668	1229043	375	-1	SP_1295
NC_003028	1229039	1229306	267	-1	SP_1296
NC_003028	1229421	1229865	444	-1	SP_1297
NC_003028	1229968	1230904	936	1	SP_1298
NC_003028	1230999	1231242	243	1	SP_1299
NC_003028	1231298	1231517	219	-1	SP_1300
NC_003028	1231824	1232076	252	-1	SP_1302
NC_003028	1232169	1232265	96	-1	SP_1303
NC_003028	1232389	1232491	102	-1	SP_1304
NC_003028	1232500	1232605	105	1	SP_1305
