seqnames	start	end	width	strand	id
genome	694295	695642	1347	1	SPT_0730
genome	696208	697345	1137	1	SPT_0731
genome	697900	698569	669	1	SPT_0732
genome	698805	699588	783	1	SPT_0733
genome	699589	700219	630	1	SPT_0734
genome	700777	701338	561	1	SPT_0735
genome	701338	702724	1386	1	SPT_0736
genome	702725	703376	651	1	SPT_0737
genome	703386	704079	693	1	SPT_0738
genome	704083	704608	525	1	SPT_0739
genome	704607	705411	804	1	SPT_0740
genome	705403	706036	633	1	SPT_0741
genome	706244	707036	792	-1	SPT_0742
genome	707401	707797	396	1	SPT_0743
genome	707807	708179	372	1	SPT_0744
genome	708188	710432	2244	1	SPT_0745
genome	710638	712414	1776	1	SPT_0746
genome	712524	712872	348	1	SPT_0747
genome	712988	713642	654	-1	SPT_0748
genome	713529	713796	267	-1	SPT_0749
genome	713792	714035	243	-1	SPT_0750
genome	714099	714396	297	1	SPT_0751
genome	714516	715461	945	1	SPT_0752
genome	715481	716813	1332	-1	SPT_0753
genome	718144	719320	1176	-1	SPT_0756
genome	719378	720224	846	-1	SPT_0757
genome	720348	720906	558	1	SPT_0758
genome	720924	721392	468	1	SPT_0759
genome	721459	722110	651	1	SPT_0760
genome	722283	722874	591	1	SPT_0761
genome	722952	723201	249	1	SPT_0762
genome	723302	724463	1161	1	SPT_0763
genome	724730	725600	870	1	SPT_0764
genome	725603	726560	957	1	SPT_0765
genome	726559	727324	765	1	SPT_0766
genome	727323	728034	711	1	SPT_0767
genome	728447	729104	657	1	SPT_0768
genome	729317	730307	990	1	SPT_0769
genome	730324	731017	693	1	SPT_0770
genome	731009	731936	927	1	SPT_0771
genome	732221	734402	2181	1	SPT_0772
genome	734453	735269	816	1	SPT_0773
genome	735408	736752	1344	1	SPT_0774
genome	737128	738319	1191	1	SPT_0775
genome	738408	738573	165	-1	SPT_0776
genome	738871	739807	936	1	SPT_0777
genome	739840	740878	1038	1	SPT_0778
genome	741050	741656	606	1	SPT_0779
genome	741812	742343	531	1	SPT_0780
genome	742363	743266	903	1	SPT_0781
genome	743265	743748	483	1	SPT_0782
genome	743749	745291	1542	1	SPT_0783
genome	745346	746150	804	-1	SPT_0784
genome	746233	746446	213	-1	SPT_0785
genome	746924	747125	201	-1	SPT_0786
genome	747303	747576	273	1	SPT_0787
genome	747595	747835	240	1	SPT_0788
genome	748226	749573	1347	-1	SPT_0789
genome	749857	750208	351	1	SPT_0792
genome	752030	753008	978	-1	SPT_0795
genome	753222	753600	378	1	SPT_0796
genome	753783	755226	1443	1	SPT_0797
genome	755339	756182	843	1	SPT_0798
genome	756454	757216	762	1	SPT_0799
genome	757408	758326	918	1	SPT_0800
genome	758585	760622	2037	1	SPT_0801
genome	760663	760921	258	1	SPT_0802
genome	761037	762282	1245	-1	SPT_0803
genome	762300	762906	606	-1	SPT_0804
genome	762965	763889	924	-1	SPT_0805
genome	764182	765562	1380	1	SPT_0806
genome	765713	766589	876	1	SPT_0807
genome	766589	767171	582	1	SPT_0808
genome	767191	767839	648	-1	SPT_0809
genome	767835	768282	447	-1	SPT_0810
genome	768416	768911	495	1	SPT_0811
genome	768910	769441	531	1	SPT_0812
genome	769434	769791	357	1	SPT_0813
genome	769948	770749	801	1	SPT_0814
genome	770748	771492	744	1	SPT_0815
genome	771569	771794	225	1	SPT_0816
genome	771859	772771	912	1	SPT_0817
genome	772808	773537	729	-1	SPT_0818
genome	773581	774193	612	-1	SPT_0819
genome	774516	774630	114	-1	SPT_0820
genome	775779	776607	828	1	SPT_0823
genome	776608	777244	636	1	SPT_0824
genome	777327	778053	726	1	SPT_0825
genome	778049	778985	936	1	SPT_0826
genome	778993	779890	897	1	SPT_0827
genome	779932	780631	699	-1	SPT_0828
genome	780772	782335	1563	1	SPT_0829
genome	784176	784323	147	1	SPT_0833
genome	784444	785437	993	-1	SPT_0834
genome	785596	787351	1755	1	SPT_0835
genome	787334	789056	1722	1	SPT_0836
genome	789066	789651	585	1	SPT_0837
genome	789650	790346	696	1	SPT_0838
genome	790333	791698	1365	1	SPT_0839
genome	792985	794176	1191	-1	SPT_0843
genome	795353	796640	1287	1	SPT_0846
genome	796894	797044	150	-1	SPT_0847
genome	797228	797954	726	1	SPT_0848
genome	798458	799181	723	1	SPT_0849
genome	799196	799925	729	1	SPT_0850
genome	800310	800520	210	1	SPT_0851
genome	800509	800998	489	1	SPT_0852
genome	801113	802574	1461	1	SPT_0853
genome	802570	803395	825	1	SPT_0854
genome	803744	804296	552	1	SPT_0855
genome	805757	806147	390	1	SPT_0856
genome	806370	807717	1347	1	SPT_0857
genome	808515	809544	1029	-1	SPT_0858
genome	809694	810402	708	1	SPT_0859
genome	810541	810718	177	1	SPT_0860
genome	810847	811783	936	1	SPT_0861
genome	811775	812564	789	1	SPT_0862
genome	812564	812948	384	1	SPT_0863
genome	812963	813353	390	1	SPT_0864
genome	813436	814567	1131	1	SPT_0865
genome	814571	815309	738	1	SPT_0866
genome	815319	816093	774	1	SPT_0867
genome	816082	816700	618	1	SPT_0868
genome	816909	817311	402	1	SPT_0869
genome	817310	817589	279	1	SPT_0870
genome	817578	818352	774	1	SPT_0871
genome	818352	819657	1305	1	SPT_0872
genome	819887	820001	114	-1	SPT_0873
genome	820230	821109	879	1	SPT_0874
genome	821108	822026	918	1	SPT_0875
genome	822015	822900	885	1	SPT_0876
genome	822910	823714	804	1	SPT_0877
genome	823726	824485	759	1	SPT_0878
genome	824496	825150	654	1	SPT_0879
genome	825306	826122	816	1	SPT_0880
genome	826141	827413	1272	-1	SPT_0881
genome	827554	828286	732	1	SPT_0882
genome	828295	829048	753	1	SPT_0884
genome	829159	830110	951	1	SPT_0885
genome	830168	831326	1158	1	SPT_0886
genome	831306	832113	807	1	SPT_0887
genome	832109	832883	774	1	SPT_0888
genome	832879	833950	1071	1	SPT_0889
genome	834708	835194	486	1	SPT_0890
genome	835215	837834	2619	1	SPT_0891
genome	837923	839378	1455	-1	SPT_0892
genome	839556	840306	750	1	SPT_0893
genome	840286	841921	1635	1	SPT_0894
genome	842605	843769	1164	1	SPT_0895
genome	843765	844443	678	1	SPT_0896
genome	844432	845287	855	1	SPT_0897
genome	845305	846373	1068	1	SPT_0898
genome	846382	847549	1167	1	SPT_0899
genome	847558	848662	1104	1	SPT_0900
genome	848672	849011	339	1	SPT_0901
genome	849102	850386	1284	1	SPT_0902
genome	850378	850855	477	1	SPT_0903
genome	850851	851700	849	1	SPT_0904
genome	851696	852971	1275	1	SPT_0905
genome	853249	854095	846	1	SPT_0906
genome	854084	855188	1104	1	SPT_0907
genome	855189	856176	987	1	SPT_0908
genome	856191	857625	1434	1	SPT_0909
genome	857653	858688	1035	1	SPT_0910
genome	858887	859625	738	1	SPT_0911
genome	861064	861934	870	1	SPT_0914
genome	861949	862246	297	1	SPT_0915
genome	862274	863213	939	1	SPT_0916
genome	863270	864995	1725	1	SPT_0917
genome	864996	866745	1749	1	SPT_0918
genome	867001	868261	1260	1	SPT_0919
genome	868510	869011	501	1	SPT_0920
genome	869086	869455	369	1	SPT_0921
genome	869701	873280	3579	1	SPT_0922
genome	873568	874915	1347	-1	SPT_0923
genome	875751	875937	186	1	SPT_0924
genome	875968	876478	510	1	SPT_0925
genome	876474	876693	219	1	SPT_0926
genome	876750	876993	243	-1	SPT_0927
genome	877088	878024	936	-1	SPT_0928
genome	878127	878571	444	1	SPT_0929
genome	878686	878953	267	1	SPT_0930
genome	878949	879324	375	1	SPT_0931
genome	879317	879647	330	1	SPT_0932
genome	879765	880113	348	1	SPT_0933
genome	880397	881396	999	-1	SPT_0935
genome	881438	882245	807	-1	SPT_0936
genome	882257	883562	1305	-1	SPT_0937
genome	883633	884011	378	1	SPT_0938
genome	884101	884434	333	1	SPT_0939
genome	884445	886017	1572	1	SPT_0940
genome	886211	887495	1284	-1	SPT_0941
genome	887748	888462	714	-1	SPT_0942
genome	888555	889116	561	1	SPT_0943
genome	889117	890017	900	1	SPT_0944
genome	890060	891587	1527	-1	SPT_0945
genome	892035	892224	189	-1	SPT_0946
genome	892345	892888	543	1	SPT_0947
genome	892887	893517	630	1	SPT_0948
genome	893727	894249	522	1	SPT_0949
genome	894267	895191	924	1	SPT_0950
genome	895240	896320	1080	1	SPT_0951
genome	896632	899809	3177	1	SPT_0952
genome	900083	900893	810	-1	SPT_0953
genome	900894	901698	804	-1	SPT_0954
genome	901707	903195	1488	-1	SPT_0956
genome	903530	904238	708	1	SPT_0957
genome	904242	905265	1023	1	SPT_0958
genome	905281	906151	870	1	SPT_0959
genome	906140	907019	879	1	SPT_0960
genome	907030	907720	690	1	SPT_0961
genome	907815	908664	849	1	SPT_0962
genome	908846	908969	123	-1	SPT_0963
genome	909545	910589	1044	1	SPT_0964
genome	910755	912843	2088	1	SPT_0965
genome	912948	913308	360	1	SPT_0966
genome	913400	914033	633	1	SPT_0967
genome	914076	914733	657	1	SPT_0968
genome	915857	916895	1038	1	SPT_0971
genome	916891	917161	270	1	SPT_0972
genome	917164	917524	360	1	SPT_0973
genome	917742	917886	144	1	SPT_0974
genome	917891	918158	267	1	SPT_0975
genome	918138	918309	171	1	SPT_0976
genome	918474	920406	1932	1	SPT_0977
genome	920389	921709	1320	1	SPT_0978
genome	921883	922870	987	1	SPT_0979
genome	923187	923886	699	1	SPT_0981
genome	923876	927416	3540	1	SPT_0982
genome	927412	928207	795	1	SPT_0983
genome	928206	929025	819	1	SPT_0984
genome	929028	930318	1290	1	SPT_0985
genome	930361	931849	1488	-1	SPT_0986
genome	931997	932738	741	-1	SPT_0987
genome	932737	934903	2166	-1	SPT_0988
genome	935072	936026	954	1	SPT_0989
genome	936102	938091	1989	1	SPT_0990
genome	938100	938664	564	1	SPT_0991
genome	938629	939118	489	1	SPT_0992
genome	939190	939658	468	1	SPT_0994
genome	939654	940170	516	-1	SPT_0993
genome	940181	940709	528	-1	SPT_0995
genome	941004	941568	564	-1	SPT_0996
genome	941551	942103	552	-1	SPT_0997
genome	942114	942804	690	-1	SPT_0998
genome	943033	944704	1671	1	SPT_0999
genome	945032	946208	1176	1	SPT_1000
genome	946262	946967	705	1	SPT_1001
genome	946959	948309	1350	1	SPT_1002
genome	948310	949120	810	1	SPT_1003
genome	949210	949453	243	1	SPT_1004
genome	949454	949709	255	1	SPT_1005
genome	949755	950529	774	1	SPT_1006
genome	950844	952191	1347	-1	SPT_1007
genome	952499	953486	987	-1	SPT_1008
genome	953679	956148	2469	1	SPT_1010
genome	956147	956891	744	1	SPT_1011
genome	957134	957932	798	1	SPT_1012
genome	959434	960709	1275	1	SPT_1015
genome	960718	961597	879	1	SPT_1016
genome	961837	962179	342	1	SPT_1017
genome	962243	962882	639	1	SPT_1018
genome	963009	964350	1341	1	SPT_1019
genome	964327	964540	213	1	SPT_1020
genome	964536	965412	876	1	SPT_1021
genome	965404	966220	816	1	SPT_1022
genome	966212	966644	432	1	SPT_1023
genome	966650	968318	1668	1	SPT_1024
genome	968319	969048	729	1	SPT_1025
genome	969126	970950	1824	1	SPT_1026
genome	971030	971183	153	-1	SPT_1027
genome	971362	971839	477	1	SPT_1028
genome	971876	972179	303	1	SPT_1029
genome	972522	972990	468	1	SPT_1031
genome	973026	973503	477	1	SPT_1032
genome	973659	974085	426	1	SPT_1033
genome	974115	974631	516	1	SPT_1034
genome	974641	975571	930	1	SPT_1035
genome	975572	976553	981	1	SPT_1036
genome	976785	977622	837	1	SPT_1037
genome	977657	977975	318	1	SPT_1038
genome	977974	979666	1692	1	SPT_1039
genome	979880	981287	1407	1	SPT_1040
genome	981407	981587	180	1	SPT_1041
genome	981865	982627	762	-1	SPT_1042
genome	982808	983771	963	-1	SPT_1043
genome	983958	986118	2160	-1	SPT_1044
genome	986198	986417	219	-1	SPT_1045
genome	986767	987031	264	1	SPT_1046
genome	987036	988770	1734	1	SPT_1047
genome	988788	988902	114	-1	SPT_1048
genome	989022	991581	2559	1	SPT_1049
genome	991790	994910	3120	1	SPT_1050
genome	997213	997783	570	1	SPT_1053
genome	998077	998707	630	1	SPT_1054
genome	998742	999966	1224	-1	SPT_1055
genome	1000324	1000828	504	1	SPT_1056
genome	1001149	1002910	1761	1	SPT_1057
genome	1002909	1003461	552	1	SPT_1058
genome	1003460	1004702	1242	1	SPT_1059
genome	1004719	1005718	999	1	SPT_1060
genome	1005958	1006594	636	1	SPT_1061
genome	1006696	1007791	1095	1	SPT_1062
genome	1007832	1008210	378	-1	SPT_1063
genome	1008291	1008723	432	-1	SPT_1064
genome	1008845	1009355	510	1	SPT_1065
genome	1009869	1010946	1077	1	SPT_1067
genome	1011001	1011937	936	1	SPT_1068
genome	1011983	1013357	1374	-1	SPT_1069
genome	1013492	1013675	183	-1	SPT_1070
genome	1013798	1014389	591	1	SPT_1071
genome	1014385	1015465	1080	1	SPT_1072
genome	1015464	1016304	840	1	SPT_1073
genome	1016287	1016890	603	1	SPT_1074
genome	1016891	1017323	432	1	SPT_1075
genome	1017384	1018641	1257	1	SPT_1076
genome	1018648	1019623	975	1	SPT_1077
genome	1019622	1020237	615	1	SPT_1078
genome	1020310	1021285	975	1	SPT_1079
genome	1021358	1022990	1632	1	SPT_1080
genome	1023727	1023946	219	1	SPT_1081
genome	1024338	1025364	1026	1	SPT_1082
genome	1025353	1026361	1008	1	SPT_1083
genome	1026360	1027368	1008	1	SPT_1084
genome	1027367	1028162	795	1	SPT_1085
genome	1028849	1029164	315	1	SPT_1086
genome	1029477	1031118	1641	1	SPT_1087
genome	1031191	1031365	174	1	SPT_1088
genome	1033258	1033792	534	1	SPT_1091
genome	1033918	1034641	723	1	SPT_1092
genome	1035324	1035486	162	1	SPT_1093
genome	1037524	1038091	567	1	SPT_1096
genome	1038411	1038600	189	1	SPT_1097
genome	1038661	1039420	759	1	SPT_1098
genome	1039477	1040332	855	1	SPT_1099
genome	1040443	1041328	885	1	SPT_1100
genome	1043504	1043807	303	1	SPT_1104
genome	1043862	1044291	429	1	SPT_1105
genome	1044387	1044645	258	1	SPT_1106
genome	1044673	1044958	285	1	SPT_1107
genome	1045591	1045786	195	1	SPT_1109
genome	1046049	1047279	1230	1	SPT_1110
genome	1047298	1049995	2697	1	SPT_1111
genome	1050407	1051412	1005	1	SPT_1112
genome	1051480	1052347	867	1	SPT_1113
genome	1052343	1053102	759	1	SPT_1114
genome	1053191	1054952	1761	1	SPT_1115
genome	1054954	1056064	1110	1	SPT_1116
genome	1056077	1056407	330	1	SPT_1117
genome	1056521	1057565	1044	1	SPT_1118
genome	1057580	1058906	1326	1	SPT_1119
genome	1058936	1059113	177	1	SPT_1120
genome	1059171	1059306	135	1	SPT_1121
genome	1059375	1060680	1305	1	SPT_1122
genome	1060689	1060848	159	1	SPT_1123
genome	1063401	1064661	1260	1	SPT_1127
genome	1064676	1065228	552	1	SPT_1128
genome	1065220	1066498	1278	1	SPT_1129
genome	1066513	1067374	861	1	SPT_1130
genome	1067472	1068153	681	1	SPT_1131
genome	1068169	1068559	390	1	SPT_1132
genome	1068750	1071042	2292	1	SPT_1133
genome	1071084	1071765	681	1	SPT_1135
genome	1071761	1072451	690	-1	SPT_1134
genome	1072468	1073110	642	-1	SPT_1136
genome	1073192	1073336	144	-1	SPT_1137
genome	1073415	1073763	348	-1	SPT_1138
genome	1073767	1074883	1116	-1	SPT_1139
genome	1074892	1075852	960	-1	SPT_1140
genome	1075964	1076534	570	-1	SPT_1141
genome	1076661	1077333	672	1	SPT_1142
genome	1077316	1078135	819	1	SPT_1143
genome	1078131	1079028	897	1	SPT_1144
genome	1079071	1080046	975	1	SPT_1145
genome	1081938	1082238	300	-1	SPT_1149
genome	1082639	1083338	699	1	SPT_1150
genome	1083525	1083840	315	1	SPT_1151
genome	1083855	1084200	345	1	SPT_1152
genome	1084216	1084510	294	1	SPT_1153
genome	1084749	1084920	171	-1	SPT_1154
genome	1084891	1085020	129	-1	SPT_1155
genome	1085357	1086275	918	1	SPT_1156
genome	1086367	1087216	849	-1	SPT_1157
genome	1087357	1088197	840	1	SPT_1158
genome	1088303	1088579	276	1	SPT_1159
genome	1089005	1090907	1902	1	SPT_1160
genome	1090909	1091773	864	1	SPT_1161
genome	1091852	1093031	1179	1	SPT_1162
genome	1093123	1095082	1959	1	SPT_1163
genome	1095193	1097473	2280	1	SPT_1164
genome	1098016	1099441	1425	1	SPT_1165
genome	1099924	1101853	1929	1	SPT_1166
genome	1101842	1102985	1143	1	SPT_1167
genome	1102974	1104114	1140	1	SPT_1168
genome	1104110	1105544	1434	1	SPT_1169
genome	1106256	1107372	1116	1	SPT_1172
genome	1107368	1107815	447	-1	SPT_1171
genome	1107978	1109283	1305	1	SPT_1173
genome	1110969	1111221	252	-1	SPT_1176
genome	1111399	1111729	330	-1	SPT_1177
genome	1112230	1115530	3300	1	SPT_1178
genome	1115526	1119177	3651	1	SPT_1179
genome	1119391	1120570	1179	1	SPT_1180
genome	1120778	1126793	6015	1	SPT_1181
genome	1127240	1128092	852	1	SPT_1182
genome	1128078	1128858	780	1	SPT_1183
genome	1128873	1130424	1551	1	SPT_1184
genome	1130917	1131988	1071	1	SPT_1185
genome	1132060	1133050	990	-1	SPT_1186
genome	1133113	1134799	1686	-1	SPT_1187
genome	1134862	1135906	1044	-1	SPT_1188
genome	1136123	1137116	993	-1	SPT_1189
genome	1137131	1138100	969	-1	SPT_1190
genome	1138253	1139615	1362	-1	SPT_1191
genome	1139899	1141168	1269	-1	SPT_1192
genome	1141180	1141645	465	-1	SPT_1193
genome	1141654	1142308	654	-1	SPT_1194
genome	1142612	1143092	480	-1	SPT_1195
genome	1143105	1143819	714	-1	SPT_1196
genome	1144277	1144658	381	-1	SPT_1197
genome	1145079	1147560	2481	-1	SPT_1198
genome	1147567	1148485	918	-1	SPT_1199
genome	1148627	1150019	1392	-1	SPT_1200
genome	1150392	1150950	558	-1	SPT_1201
genome	1150960	1151668	708	-1	SPT_1202
genome	1151898	1152315	417	-1	SPT_1203
genome	1152339	1152540	201	-1	SPT_1204
genome	1152732	1152858	126	1	SPT_1205
genome	1153005	1153335	330	-1	SPT_1206
genome	1155039	1156803	1764	-1	SPT_1210
genome	1156811	1157402	591	-1	SPT_1211
genome	1157499	1157979	480	-1	SPT_1212
genome	1158067	1158760	693	-1	SPT_1213
genome	1158776	1159091	315	-1	SPT_1214
genome	1159102	1159648	546	-1	SPT_1215
genome	1159657	1161037	1380	-1	SPT_1216
genome	1161180	1161969	789	1	SPT_1217
genome	1162063	1162906	843	1	SPT_1218
genome	1162936	1163389	453	1	SPT_1219
genome	1163388	1164009	621	1	SPT_1220
genome	1165227	1166169	942	-1	SPT_1222
genome	1166235	1166913	678	-1	SPT_1223
genome	1166950	1168762	1812	-1	SPT_1224
genome	1168780	1169734	954	-1	SPT_1225
genome	1169806	1170667	861	-1	SPT_1226
genome	1170682	1171150	468	-1	SPT_1227
genome	1171112	1173467	2355	-1	SPT_1228
genome	1173568	1173802	234	-1	SPT_1229
genome	1173841	1173991	150	-1	SPT_1230
genome	1173990	1175190	1200	-1	SPT_1231
genome	1175176	1175782	606	-1	SPT_1232
genome	1175781	1176606	825	-1	SPT_1233
genome	1176654	1177554	900	-1	SPT_1234
genome	1177570	1177966	396	-1	SPT_1235
genome	1177946	1178444	498	-1	SPT_1236
genome	1178548	1180204	1656	1	SPT_1237
genome	1180264	1182373	2109	-1	SPT_1238
genome	1182471	1183410	939	-1	SPT_1239
genome	1183420	1184221	801	-1	SPT_1240
genome	1184470	1184851	381	-1	SPT_1241
genome	1184908	1185268	360	-1	SPT_1242
genome	1185319	1185520	201	-1	SPT_1243
genome	1185552	1186110	558	-1	SPT_1244
genome	1186393	1187578	1185	-1	SPT_1245
genome	1187581	1188169	588	-1	SPT_1246
genome	1188567	1190808	2241	-1	SPT_1247
genome	1190791	1191442	651	-1	SPT_1248
genome	1191509	1192079	570	-1	SPT_1249
genome	1193766	1193994	228	-1	SPT_1253
genome	1193996	1194497	501	-1	SPT_1254
genome	1194586	1194712	126	1	SPT_1256
genome	1194689	1195658	969	-1	SPT_1255
genome	1195743	1195959	216	-1	SPT_1257
genome	1195967	1196861	894	-1	SPT_1258
genome	1196881	1197439	558	-1	SPT_1259
genome	1197447	1198185	738	-1	SPT_1260
genome	1198268	1199603	1335	-1	SPT_1261
genome	1199789	1200668	879	-1	SPT_1262
genome	1200670	1200988	318	-1	SPT_1263
genome	1201027	1201918	891	-1	SPT_1264
genome	1201914	1202553	639	-1	SPT_1265
genome	1202772	1203570	798	-1	SPT_1266
genome	1203573	1204836	1263	-1	SPT_1267
genome	1204845	1205955	1110	-1	SPT_1268
genome	1206055	1207939	1884	-1	SPT_1269
genome	1207941	1208829	888	-1	SPT_1270
genome	1208818	1209280	462	-1	SPT_1271
genome	1209276	1210185	909	-1	SPT_1272
genome	1210177	1210375	198	1	SPT_1273
genome	1210426	1211098	672	-1	SPT_1274
genome	1211151	1211373	222	-1	SPT_1275
genome	1211644	1212454	810	1	SPT_1276
genome	1212634	1213510	876	-1	SPT_1277
genome	1213519	1214605	1086	-1	SPT_1278
genome	1214601	1215729	1128	-1	SPT_1279
genome	1215728	1216988	1260	-1	SPT_1280
genome	1216984	1217845	861	-1	SPT_1281
genome	1217875	1218013	138	-1	SPT_1282
genome	1218099	1218627	528	1	SPT_1283
genome	1218578	1218815	237	1	SPT_1285
genome	1218780	1220256	1476	-1	SPT_1284
genome	1220962	1221838	876	1	SPT_1286
genome	1221983	1222412	429	1	SPT_1287
genome	1222454	1224443	1989	-1	SPT_1288
genome	1224444	1225203	759	-1	SPT_1289
genome	1225631	1225823	192	1	SPT_1290
genome	1226176	1226449	273	-1	SPT_1291
genome	1226507	1226957	450	-1	SPT_1292
genome	1226943	1229073	2130	-1	SPT_1293
genome	1229352	1229484	132	1	SPT_1294
genome	1229484	1230390	906	1	SPT_1295
genome	1230386	1231202	816	1	SPT_1296
genome	1231331	1232048	717	-1	SPT_1297
genome	1232082	1232364	282	-1	SPT_1298
genome	1232506	1232890	384	1	SPT_1299
genome	1232996	1233869	873	-1	SPT_1300
genome	1235380	1236727	1347	1	SPT_1301
genome	1237229	1238735	1506	-1	SPT_1302
genome	1238793	1239801	1008	-1	SPT_1303
genome	1239883	1242985	3102	-1	SPT_1304
genome	1243331	1245605	2274	1	SPT_1305
genome	1245621	1246092	471	1	SPT_1306
genome	1246208	1246364	156	-1	SPT_1307
genome	1246634	1249985	3351	-1	SPT_1308
genome	1250014	1251058	1044	-1	SPT_1309
genome	1251091	1252057	966	-1	SPT_1310
genome	1252174	1252588	414	-1	SPT_1311
genome	1252584	1252821	237	-1	SPT_1312
genome	1252880	1254002	1122	-1	SPT_1313
genome	1254014	1255508	1494	-1	SPT_1314
genome	1255630	1255756	126	-1	SPT_1315
genome	1256015	1257182	1167	-1	SPT_1316
genome	1257194	1257602	408	-1	SPT_1317
genome	1257598	1257934	336	-1	SPT_1318
genome	1257955	1258780	825	-1	SPT_1319
genome	1258916	1260131	1215	-1	SPT_1320
genome	1260139	1261282	1143	-1	SPT_1321
genome	1261419	1261848	429	1	SPT_1322
genome	1261891	1264117	2226	-1	SPT_1323
genome	1264280	1266233	1953	-1	SPT_1324
genome	1266229	1267141	912	-1	SPT_1325
genome	1267137	1267878	741	-1	SPT_1326
genome	1269313	1270345	1032	-1	SPT_1328
genome	1270525	1271767	1242	1	SPT_1329
genome	1271965	1273378	1413	-1	SPT_1330
genome	1273431	1273872	441	-1	SPT_1331
genome	1273858	1275085	1227	-1	SPT_1332
genome	1275095	1276358	1263	-1	SPT_1333
genome	1276385	1277156	771	-1	SPT_1334
genome	1277305	1277428	123	-1	SPT_1335
genome	1277527	1279183	1656	-1	SPT_1336
genome	1279182	1279680	498	-1	SPT_1337
genome	1281265	1282468	1203	-1	SPT_1340
genome	1282840	1283071	231	-1	SPT_1343
genome	1283238	1283883	645	-1	SPT_1344
genome	1283897	1284821	924	-1	SPT_1345
genome	1284817	1285507	690	-1	SPT_1346
genome	1285571	1286276	705	-1	SPT_1347
genome	1286331	1287354	1023	-1	SPT_1348
genome	1287485	1289966	2481	-1	SPT_1349
genome	1290130	1290256	126	-1	SPT_1350
genome	1290376	1292320	1944	-1	SPT_1351
genome	1292455	1293097	642	1	SPT_1352
genome	1293141	1293975	834	-1	SPT_1353
genome	1294497	1295454	957	-1	SPT_1355
genome	1295456	1296515	1059	-1	SPT_1356
genome	1296507	1298043	1536	-1	SPT_1357
genome	1298186	1299239	1053	-1	SPT_1358
genome	1299329	1299719	390	-1	SPT_1359
genome	1299705	1300368	663	-1	SPT_1360
genome	1300385	1301663	1278	-1	SPT_1361
genome	1301659	1302241	582	-1	SPT_1362
genome	1302623	1302860	237	-1	SPT_1363
genome	1303049	1303970	921	1	SPT_1364
genome	1304037	1304274	237	1	SPT_1365
genome	1304326	1304851	525	1	SPT_1366
genome	1304873	1305584	711	-1	SPT_1367
genome	1306241	1306754	513	-1	SPT_1368
genome	1306778	1307354	576	-1	SPT_1369
genome	1307363	1307771	408	-1	SPT_1370
genome	1308234	1309044	810	-1	SPT_1371
genome	1309059	1309602	543	-1	SPT_1372
genome	1309603	1310815	1212	-1	SPT_1373
genome	1310828	1311512	684	-1	SPT_1374
genome	1311793	1312666	873	-1	SPT_1375
genome	1312807	1313686	879	-1	SPT_1376
genome	1313818	1314553	735	-1	SPT_1377
genome	1314552	1315182	630	-1	SPT_1378
genome	1315423	1315654	231	1	SPT_1379
genome	1315882	1318141	2259	1	SPT_1380
genome	1318599	1318848	249	1	SPT_1381
genome	1318886	1319216	330	-1	SPT_1382
genome	1319485	1319749	264	1	SPT_1383
genome	1319913	1320213	300	1	SPT_1384
genome	1320321	1321155	834	-1	SPT_1385
genome	1321154	1321277	123	-1	SPT_1386
genome	1321834	1322185	351	1	SPT_1388
genome	1323985	1325713	1728	-1	SPT_1392
genome	1325794	1327741	1947	-1	SPT_1393
genome	1327755	1328319	564	-1	SPT_1394
genome	1328403	1328958	555	-1	SPT_1395
genome	1328968	1330192	1224	-1	SPT_1396
genome	1330228	1332679	2451	-1	SPT_1397
genome	1332878	1333808	930	-1	SPT_1398
genome	1333947	1334235	288	1	SPT_1399
genome	1334268	1335603	1335	-1	SPT_1400
genome	1335592	1336267	675	-1	SPT_1401
genome	1336375	1338922	2547	-1	SPT_1402
genome	1339044	1339485	441	-1	SPT_1403
genome	1339459	1340329	870	-1	SPT_1404
genome	1340306	1340807	501	-1	SPT_1405
genome	1340817	1341516	699	-1	SPT_1406
genome	1341508	1341745	237	-1	SPT_1407
genome	1341840	1342767	927	-1	SPT_1408
genome	1342841	1343657	816	-1	SPT_1409
genome	1343660	1343981	321	-1	SPT_1410
genome	1344070	1344532	462	-1	SPT_1411
genome	1344581	1346579	1998	-1	SPT_1412
genome	1346702	1347962	1260	-1	SPT_1413
genome	1347963	1348665	702	-1	SPT_1414
genome	1348648	1349848	1200	-1	SPT_1415
genome	1350133	1351480	1347	1	SPT_1416
genome	1351676	1352213	537	1	SPT_1417
genome	1352275	1352422	147	1	SPT_1419
genome	1352418	1352634	216	-1	SPT_1418
genome	1352731	1353052	321	1	SPT_1420
genome	1353081	1353420	339	-1	SPT_1421
genome	1353431	1354151	720	-1	SPT_1422
genome	1354140	1354659	519	-1	SPT_1423
genome	1354689	1355478	789	-1	SPT_1424
genome	1356024	1357371	1347	1	SPT_1425
genome	1357831	1359028	1197	-1	SPT_1426
genome	1359370	1359493	123	-1	SPT_1427
genome	1359938	1360808	870	-1	SPT_1428
genome	1361030	1361552	522	-1	SPT_1429
genome	1361523	1362615	1092	-1	SPT_1430
genome	1362725	1362980	255	-1	SPT_1431
genome	1363319	1363853	534	-1	SPT_1432
genome	1363839	1363974	135	-1	SPT_1433
genome	1364021	1364165	144	-1	SPT_1434
genome	1364398	1366117	1719	1	SPT_1435
